jobID,  modelID,  status,  completionReason,  startTime,  endTime,  runtime(s),  expDesc,  numRecords,  modelParams|sensorParams|encoders|DayTotal:n,  modelParams|clParams|alpha,  modelParams|tpParams|minThreshold,  modelParams|tpParams|activationThreshold,  modelParams|tpParams|pamLength,  modelParams|sensorParams|encoders|_classifierInput|n,  modelParams|spParams|synPermInactiveDec,  multiStepBestPredictions:multiStep:errorMetric='aae':steps=[1]:window=1000:field=DayTotal,  multiStepBestPredictions:multiStep:errorMetric='altMAPE':steps=[1]:window=1000:field=DayTotal, 
1005,  1475,  completed,  eof,  2016-06-26 20:10:56,  2016-06-26 20:12:07,  71,  modelParams|sensorParams|encoders|DayTotal:n_272.modelParams|clParams|alpha_0.05005.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_14.modelParams|tpParams|pamLength_3.modelParams|sensorParams|encoders|_classifierInput|n_275.modelParams|spParams|synPermInactiveDec_0.05015,  6357,  272,  0.05005,  11,  14,  3,  275,  0.05015,  23.2922674168,  15.9503303546, 
